Rule,Antecedent Support,Consequent Support,Support,Confidence,Lift,Conviction
"{S,_} --- > {a,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {a,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {S,m,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {i,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {i,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {i,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {S,m,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {i,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {S,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {i,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {a,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {i,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {i,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {S,a,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {S,m,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {i,S,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {i,S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {a,i,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {m,e,S,_,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {i,m,e,S,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {i,m,e,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
{_} --- > {c},0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
{a} --- > {c},0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
{i} --- > {c},0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,S,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,m,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,m,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,i}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,i}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,m,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {c}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,S,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {c}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,i}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,m,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,S,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,a,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,m,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,i,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,i,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,m,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,S,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {c,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,i,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,i,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,a,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {c,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,a,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,m,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,i,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,i,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a,m,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,m,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,m,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {c,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,a,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,m,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,a,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,m,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {c,i}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,i,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,i,m}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,m,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {c,i,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,a,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,i,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {c,a,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {c,i,m,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,i,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {e,c,S,_,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {i,e,c,S,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {i,e,c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {c,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,a,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,m,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,i,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,i,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {m,e,c,_,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {i,m,e,c,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {i,m,e,c,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {c,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,S,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,a,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {m,e,c,S,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {m,e,c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {c,i,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,S,e,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,_} --- > {c,i,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{S,_} --- > {c,i,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {m,e,c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{_} --- > {i,m,e,c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {c,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,S,a,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,S,m,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,a} --- > {c,i,S,e}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i} --- > {m,e,c,S,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{a} --- > {i,m,e,c,S}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m,a} --- > {c,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{m,S,_} --- > {c,i,a}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,m} --- > {c,a,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
"{i,a} --- > {c,m,S,_}",0.008695652173913044,0.005797101449275362,0.005797101449275362,0.6666666666666666,114.99999999999999,2.9826086956521736
